scenario_name,scenario_category,expected_algorithm,request_id,security_level,risk_score,conf_score,has_qkd,proposed_algorithms,fallback_algorithms,response_time,feedback_success,feedback_latency,feedback_resource_usage,diversity_penalty,diversity_bonus,base_success_prob,timestamp
QKD MDI-QKD - Measurement Device Independent,quantum_mdi,QKD_MDI-QKD,qkd-mdi-004,high,0.83,0.86,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.095020771026611,False,215.17,1.0,0.15,0.0,0.4,2025-12-10T07:36:31.762222
QKD DECOY - Decoy State Protocol,quantum_decoy,QKD_DECOY,qkd-decoy-005,very_high,0.91,0.94,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.0682313442230225,True,83.75,1.0,0.15,0.0,0.4,2025-12-10T07:36:40.072795
PQC KYBER - Post-Quantum KEM,pqc_kyber,PQC_KYBER,pqc-kyber-006,ultra,0.93,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.071765899658203,True,26.64,0.61,0.15,0.0,0.78,2025-12-10T07:36:48.367240
PQC DILITHIUM - Digital Signature,pqc_dilithium,PQC_DILITHIUM,pqc-dilithium-007,very_high,0.88,0.91,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.113456726074219,False,142.14,0.8,0.15,0.0,0.4,2025-12-10T07:36:56.732187
PQC NTRU - Lattice-Based Encryption,pqc_ntru,PQC_NTRU,pqc-ntru-008,very_high,0.86,0.89,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.108425855636597,False,112.42,0.79,0.15,0.0,0.4,2025-12-10T07:37:05.078641
PQC SABER - Module Learning,pqc_saber,PQC_SABER,pqc-saber-009,high,0.8,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.087984561920166,False,166.14,0.82,0.15,0.0,0.4,2025-12-10T07:37:13.391576
PQC FALCON - Fast Fourier Lattice,pqc_falcon,PQC_FALCON,pqc-falcon-010,ultra,0.94,0.97,False,"['PQC_NTRU', 'AES_256_GCM']",[],6.098400115966797,False,161.06,0.84,0.1,0.05,0.475,2025-12-10T07:37:21.724693
PQC SPHINCS+ - Stateless Hash-Based,pqc_sphincs,PQC_SPHINCS,pqc-sphincs-011,very_high,0.89,0.92,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.039100408554077,True,62.92,0.8,0.2,0.0,0.35,2025-12-10T07:37:29.995290
HYBRID QKD+PQC - Maximum Security,hybrid_qkd_pqc,HYBRID_QKD_PQC,hybrid-qkd-pqc-012,ultra,0.97,0.99,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.067263841629028,False,214.77,1.0,0.2,0.0,0.35,2025-12-10T07:37:38.312371
HYBRID RSA+PQC - Transition Security,hybrid_rsa,HYBRID_RSA_PQC,hybrid-rsa-013,very_high,0.82,0.85,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.094775438308716,False,126.29,0.84,0.2,0.0,0.35,2025-12-10T07:37:46.644756
HYBRID ECC+PQC - Elliptic Curve Hybrid,hybrid_ecc,HYBRID_ECC_PQC,hybrid-ecc-014,high,0.75,0.79,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.095340967178345,False,142.46,0.79,0.2,0.0,0.35,2025-12-10T07:37:54.969003
RSA 4096 - Classical Strong,classical_rsa,RSA_4096,rsa-4096-015,high,0.7,0.74,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.0752012729644775,True,30.0,0.65,0.2,0.0,0.35,2025-12-10T07:38:03.266777
ECC 521 - Elliptic Curve,classical_ecc,ECC_521,ecc-521-016,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.103589773178101,False,134.41,0.59,0.2,0.0,0.35,2025-12-10T07:38:11.590521
AES 256 GCM - Symmetric Encryption,classical_aes256,AES_256_GCM,aes-256-017,moderate,0.55,0.6,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.116100788116455,True,16.01,0.32,0.2,0.0,0.73,2025-12-10T07:38:19.956385
AES 192 - Medium Symmetric,classical_aes192,AES_192,aes-192-018,moderate,0.5,0.55,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.119251728057861,False,91.94,0.42,0.2,0.0,0.35,2025-12-10T07:38:28.299614
ChaCha20-Poly1305 - Stream Cipher,classical_chacha,CHACHA20_POLY1305,chacha20-019,moderate,0.52,0.57,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.098329067230225,False,83.52,0.48,0.2,0.0,0.35,2025-12-10T07:38:36.617482
FALLBACK AES - Emergency Mode,fallback,FALLBACK_AES,fallback-aes-020,moderate,0.6,0.65,False,"['AES_192', 'AES_256_GCM']",[],6.137019395828247,True,38.74,0.37,0.1,0.05,0.475,2025-12-10T07:38:44.988651
QKD BB84 - Ultra Security,quantum_bb84,QKD_BB84,qkd-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.102303981781006,True,47.72,0.77,0.2,0.0,0.73,2025-12-10T07:38:53.810265
QKD E91 - Entanglement Based,quantum_e91,QKD_E91,qkd-e91-002,very_high,0.9,0.93,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.092453241348267,False,207.76,1.0,0.2,0.0,0.35,2025-12-10T07:39:02.136147
QKD CV-QKD - Continuous Variable,quantum_cv,QKD_CV-QKD,qkd-cv-003,high,0.85,0.88,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.136622190475464,True,86.27,1.0,0.2,0.0,0.35,2025-12-10T07:39:10.503471
QKD MDI-QKD - Measurement Device Independent,quantum_mdi,QKD_MDI-QKD,qkd-mdi-004,high,0.83,0.86,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.099413871765137,False,227.54,1.0,0.2,0.0,0.35,2025-12-10T07:39:18.821761
QKD DECOY - Decoy State Protocol,quantum_decoy,QKD_DECOY,qkd-decoy-005,very_high,0.91,0.94,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.0697340965271,False,274.64,1.0,0.2,0.0,0.35,2025-12-10T07:39:27.147817
PQC KYBER - Post-Quantum KEM,pqc_kyber,PQC_KYBER,pqc-kyber-006,ultra,0.93,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.134899139404297,False,127.88,0.61,0.2,0.0,0.73,2025-12-10T07:39:35.515928
PQC DILITHIUM - Digital Signature,pqc_dilithium,PQC_DILITHIUM,pqc-dilithium-007,very_high,0.88,0.91,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.11558723449707,True,58.21,0.83,0.2,0.0,0.35,2025-12-10T07:39:43.847713
PQC NTRU - Lattice-Based Encryption,pqc_ntru,PQC_NTRU,pqc-ntru-008,very_high,0.86,0.89,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.100747346878052,True,36.58,0.83,0.2,0.0,0.35,2025-12-10T07:39:52.186819
PQC SABER - Module Learning,pqc_saber,PQC_SABER,pqc-saber-009,high,0.8,0.84,False,"['FALLBACK_AES', 'AES_256_GCM']",[],6.144840955734253,True,60.78,0.83,0.1,0.05,0.475,2025-12-10T07:40:00.557849
PQC FALCON - Fast Fourier Lattice,pqc_falcon,PQC_FALCON,pqc-falcon-010,ultra,0.94,0.97,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.112674713134766,False,125.34,0.84,0.2,0.0,0.35,2025-12-10T07:40:08.897578
PQC SPHINCS+ - Stateless Hash-Based,pqc_sphincs,PQC_SPHINCS,pqc-sphincs-011,very_high,0.89,0.92,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.082434892654419,False,187.02,0.79,0.2,0.0,0.35,2025-12-10T07:40:17.218734
HYBRID QKD+PQC - Maximum Security,hybrid_qkd_pqc,HYBRID_QKD_PQC,hybrid-qkd-pqc-012,ultra,0.97,0.99,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.114300012588501,False,274.19,1.0,0.2,0.0,0.35,2025-12-10T07:40:25.565437
HYBRID RSA+PQC - Transition Security,hybrid_rsa,HYBRID_RSA_PQC,hybrid-rsa-013,very_high,0.82,0.85,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.121830940246582,False,151.12,0.79,0.2,0.0,0.35,2025-12-10T07:40:33.911413
HYBRID ECC+PQC - Elliptic Curve Hybrid,hybrid_ecc,HYBRID_ECC_PQC,hybrid-ecc-014,high,0.75,0.79,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.090924501419067,False,95.46,0.79,0.2,0.0,0.35,2025-12-10T07:40:42.241336
RSA 4096 - Classical Strong,classical_rsa,RSA_4096,rsa-4096-015,high,0.7,0.74,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.082592248916626,False,124.53,0.65,0.2,0.0,0.35,2025-12-10T07:40:50.572750
ECC 521 - Elliptic Curve,classical_ecc,ECC_521,ecc-521-016,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.091632604598999,False,116.99,0.57,0.2,0.0,0.35,2025-12-10T07:40:58.890099
AES 256 GCM - Symmetric Encryption,classical_aes256,AES_256_GCM,aes-256-017,moderate,0.55,0.6,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.070331811904907,True,19.63,0.31,0.2,0.0,0.73,2025-12-10T07:41:07.196642
AES 192 - Medium Symmetric,classical_aes192,AES_192,aes-192-018,moderate,0.5,0.55,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.142693996429443,True,40.86,0.4,0.2,0.0,0.35,2025-12-10T07:41:15.585021
ChaCha20-Poly1305 - Stream Cipher,classical_chacha,CHACHA20_POLY1305,chacha20-019,moderate,0.52,0.57,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.094297409057617,True,32.52,0.47,0.2,0.0,0.35,2025-12-10T07:41:23.909586
FALLBACK AES - Emergency Mode,fallback,FALLBACK_AES,fallback-aes-020,moderate,0.6,0.65,False,"['AES_192', 'AES_256_GCM']",[],6.0737128257751465,True,44.61,0.4,0.1,0.05,0.475,2025-12-10T07:41:32.215449
QKD BB84 - Ultra Security,quantum_bb84,QKD_BB84,qkd-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.1459362506866455,False,207.03,0.81,0.2,0.0,0.73,2025-12-10T07:41:41.097541
QKD E91 - Entanglement Based,quantum_e91,QKD_E91,qkd-e91-002,very_high,0.9,0.93,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.104748964309692,True,93.51,1.0,0.2,0.0,0.35,2025-12-10T07:41:49.420208
QKD CV-QKD - Continuous Variable,quantum_cv,QKD_CV-QKD,qkd-cv-003,high,0.85,0.88,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.0965189933776855,False,184.14,1.0,0.2,0.0,0.35,2025-12-10T07:41:57.730251
QKD MDI-QKD - Measurement Device Independent,quantum_mdi,QKD_MDI-QKD,qkd-mdi-004,high,0.83,0.86,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.081838130950928,False,212.85,1.0,0.2,0.0,0.35,2025-12-10T07:42:06.058668
QKD DECOY - Decoy State Protocol,quantum_decoy,QKD_DECOY,qkd-decoy-005,very_high,0.91,0.94,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.11525821685791,False,208.52,1.0,0.2,0.0,0.35,2025-12-10T07:42:14.388782
PQC KYBER - Post-Quantum KEM,pqc_kyber,PQC_KYBER,pqc-kyber-006,ultra,0.93,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.092240571975708,True,28.58,0.63,0.2,0.0,0.73,2025-12-10T07:42:22.703672
PQC DILITHIUM - Digital Signature,pqc_dilithium,PQC_DILITHIUM,pqc-dilithium-007,very_high,0.88,0.91,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.100246429443359,False,166.9,0.81,0.2,0.0,0.35,2025-12-10T07:42:31.043462
PQC NTRU - Lattice-Based Encryption,pqc_ntru,PQC_NTRU,pqc-ntru-008,very_high,0.86,0.89,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.098341464996338,True,35.05,0.8,0.2,0.0,0.35,2025-12-10T07:42:39.376151
PQC SABER - Module Learning,pqc_saber,PQC_SABER,pqc-saber-009,high,0.8,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.0719895362854,True,65.2,0.84,0.2,0.0,0.35,2025-12-10T07:42:47.685806
PQC FALCON - Fast Fourier Lattice,pqc_falcon,PQC_FALCON,pqc-falcon-010,ultra,0.94,0.97,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.09016227722168,False,152.44,0.84,0.2,0.0,0.35,2025-12-10T07:42:56.021372
PQC SPHINCS+ - Stateless Hash-Based,pqc_sphincs,PQC_SPHINCS,pqc-sphincs-011,very_high,0.89,0.92,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.0846498012542725,True,53.89,0.79,0.2,0.0,0.35,2025-12-10T07:43:04.348940
HYBRID QKD+PQC - Maximum Security,hybrid_qkd_pqc,HYBRID_QKD_PQC,hybrid-qkd-pqc-012,ultra,0.97,0.99,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.091238498687744,False,292.02,1.0,0.2,0.0,0.35,2025-12-10T07:43:12.677934
HYBRID RSA+PQC - Transition Security,hybrid_rsa,HYBRID_RSA_PQC,hybrid-rsa-013,very_high,0.82,0.85,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.104212284088135,False,140.53,0.83,0.2,0.0,0.35,2025-12-10T07:43:21.014919
HYBRID ECC+PQC - Elliptic Curve Hybrid,hybrid_ecc,HYBRID_ECC_PQC,hybrid-ecc-014,high,0.75,0.79,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.089276313781738,False,143.22,0.8,0.2,0.0,0.35,2025-12-10T07:43:29.316554
RSA 4096 - Classical Strong,classical_rsa,RSA_4096,rsa-4096-015,high,0.7,0.74,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.0954790115356445,False,144.84,0.61,0.2,0.0,0.35,2025-12-10T07:43:37.651175
ECC 521 - Elliptic Curve,classical_ecc,ECC_521,ecc-521-016,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.104453802108765,False,121.17,0.58,0.2,0.0,0.35,2025-12-10T07:43:45.993267
AES 256 GCM - Symmetric Encryption,classical_aes256,AES_256_GCM,aes-256-017,moderate,0.55,0.6,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.106212854385376,False,122.61,0.36,0.2,0.0,0.73,2025-12-10T07:43:54.320300
AES 192 - Medium Symmetric,classical_aes192,AES_192,aes-192-018,moderate,0.5,0.55,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.107524156570435,False,85.48,0.43,0.2,0.0,0.35,2025-12-10T07:44:02.665020
ChaCha20-Poly1305 - Stream Cipher,classical_chacha,CHACHA20_POLY1305,chacha20-019,moderate,0.52,0.57,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.0629096031188965,False,118.06,0.47,0.2,0.0,0.35,2025-12-10T07:44:10.963463
FALLBACK AES - Emergency Mode,fallback,FALLBACK_AES,fallback-aes-020,moderate,0.6,0.65,False,"['AES_192', 'AES_256_GCM']",[],6.087249517440796,True,51.95,0.4,0.1,0.05,0.475,2025-12-10T07:44:19.277353
QKD BB84 - Ultra Security,quantum_bb84,QKD_BB84,qkd-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.110348701477051,True,49.36,0.82,0.2,0.0,0.73,2025-12-10T07:44:28.121269
QKD E91 - Entanglement Based,quantum_e91,QKD_E91,qkd-e91-002,very_high,0.9,0.93,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.090315103530884,True,78.77,1.0,0.2,0.0,0.35,2025-12-10T07:44:36.456481
QKD CV-QKD - Continuous Variable,quantum_cv,QKD_CV-QKD,qkd-cv-003,high,0.85,0.88,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.120635509490967,False,264.29,1.0,0.2,0.0,0.35,2025-12-10T07:44:44.813973
QKD MDI-QKD - Measurement Device Independent,quantum_mdi,QKD_MDI-QKD,qkd-mdi-004,high,0.83,0.86,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.109807252883911,True,103.91,1.0,0.2,0.0,0.35,2025-12-10T07:44:53.155808
QKD DECOY - Decoy State Protocol,quantum_decoy,QKD_DECOY,qkd-decoy-005,very_high,0.91,0.94,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.064859628677368,False,230.92,1.0,0.2,0.0,0.35,2025-12-10T07:45:01.439473
PQC KYBER - Post-Quantum KEM,pqc_kyber,PQC_KYBER,pqc-kyber-006,ultra,0.93,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.105957269668579,True,23.42,0.62,0.2,0.0,0.73,2025-12-10T07:45:09.781769
PQC DILITHIUM - Digital Signature,pqc_dilithium,PQC_DILITHIUM,pqc-dilithium-007,very_high,0.88,0.91,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1241774559021,False,125.96,0.79,0.2,0.0,0.35,2025-12-10T07:45:18.127436
PQC NTRU - Lattice-Based Encryption,pqc_ntru,PQC_NTRU,pqc-ntru-008,very_high,0.86,0.89,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.100024938583374,True,62.4,0.8,0.2,0.0,0.35,2025-12-10T07:45:26.475046
PQC SABER - Module Learning,pqc_saber,PQC_SABER,pqc-saber-009,high,0.8,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.097015380859375,False,123.02,0.83,0.2,0.0,0.35,2025-12-10T07:45:34.787090
PQC FALCON - Fast Fourier Lattice,pqc_falcon,PQC_FALCON,pqc-falcon-010,ultra,0.94,0.97,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.077940940856934,False,148.44,0.81,0.2,0.0,0.35,2025-12-10T07:45:43.088254
PQC SPHINCS+ - Stateless Hash-Based,pqc_sphincs,PQC_SPHINCS,pqc-sphincs-011,very_high,0.89,0.92,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.080896615982056,False,204.29,0.83,0.2,0.0,0.35,2025-12-10T07:45:51.418471
HYBRID QKD+PQC - Maximum Security,hybrid_qkd_pqc,HYBRID_QKD_PQC,hybrid-qkd-pqc-012,ultra,0.97,0.99,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.095562696456909,False,257.44,1.0,0.2,0.0,0.35,2025-12-10T07:45:59.754015
HYBRID RSA+PQC - Transition Security,hybrid_rsa,HYBRID_RSA_PQC,hybrid-rsa-013,very_high,0.82,0.85,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.077686071395874,True,36.28,0.84,0.2,0.0,0.35,2025-12-10T07:46:08.072187
HYBRID ECC+PQC - Elliptic Curve Hybrid,hybrid_ecc,HYBRID_ECC_PQC,hybrid-ecc-014,high,0.75,0.79,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.0690131187438965,False,108.43,0.81,0.2,0.0,0.35,2025-12-10T07:46:16.400993
RSA 4096 - Classical Strong,classical_rsa,RSA_4096,rsa-4096-015,high,0.7,0.74,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.103347539901733,True,48.75,0.64,0.2,0.0,0.35,2025-12-10T07:46:24.735466
ECC 521 - Elliptic Curve,classical_ecc,ECC_521,ecc-521-016,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.083761692047119,True,27.47,0.59,0.2,0.0,0.35,2025-12-10T07:46:33.049641
AES 256 GCM - Symmetric Encryption,classical_aes256,AES_256_GCM,aes-256-017,moderate,0.55,0.6,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.094817399978638,True,10.1,0.35,0.2,0.0,0.73,2025-12-10T07:46:41.378938
AES 192 - Medium Symmetric,classical_aes192,AES_192,aes-192-018,moderate,0.5,0.55,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.081191062927246,False,99.23,0.43,0.2,0.0,0.35,2025-12-10T07:46:49.704523
ChaCha20-Poly1305 - Stream Cipher,classical_chacha,CHACHA20_POLY1305,chacha20-019,moderate,0.52,0.57,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.096214532852173,False,84.94,0.5,0.2,0.0,0.35,2025-12-10T07:46:58.025437
FALLBACK AES - Emergency Mode,fallback,FALLBACK_AES,fallback-aes-020,moderate,0.6,0.65,False,"['AES_192', 'AES_256_GCM']",[],6.099456071853638,True,24.84,0.36,0.1,0.05,0.475,2025-12-10T07:47:06.356896
QKD BB84 - Ultra Security,quantum_bb84,QKD_BB84,qkd-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.092008352279663,True,58.31,0.78,0.2,0.0,0.73,2025-12-10T07:47:15.167647
QKD E91 - Entanglement Based,quantum_e91,QKD_E91,qkd-e91-002,very_high,0.9,0.93,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.0540337562561035,True,89.59,1.0,0.2,0.0,0.35,2025-12-10T07:47:23.439116
QKD CV-QKD - Continuous Variable,quantum_cv,QKD_CV-QKD,qkd-cv-003,high,0.85,0.88,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.105570316314697,False,282.25,1.0,0.2,0.0,0.35,2025-12-10T07:47:31.767848
QKD MDI-QKD - Measurement Device Independent,quantum_mdi,QKD_MDI-QKD,qkd-mdi-004,high,0.83,0.86,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.099352598190308,True,79.58,1.0,0.2,0.0,0.35,2025-12-10T07:47:40.081128
QKD DECOY - Decoy State Protocol,quantum_decoy,QKD_DECOY,qkd-decoy-005,very_high,0.91,0.94,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.106794357299805,False,258.26,1.0,0.2,0.0,0.35,2025-12-10T07:47:48.418750
PQC KYBER - Post-Quantum KEM,pqc_kyber,PQC_KYBER,pqc-kyber-006,ultra,0.93,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.099853992462158,True,23.69,0.64,0.2,0.0,0.73,2025-12-10T07:47:56.750680
PQC DILITHIUM - Digital Signature,pqc_dilithium,PQC_DILITHIUM,pqc-dilithium-007,very_high,0.88,0.91,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.107056140899658,False,162.23,0.79,0.2,0.0,0.35,2025-12-10T07:48:05.083883
PQC NTRU - Lattice-Based Encryption,pqc_ntru,PQC_NTRU,pqc-ntru-008,very_high,0.86,0.89,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.10502028465271,True,37.6,0.8,0.2,0.0,0.35,2025-12-10T07:48:13.412289
PQC SABER - Module Learning,pqc_saber,PQC_SABER,pqc-saber-009,high,0.8,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.100572824478149,False,130.88,0.82,0.2,0.0,0.35,2025-12-10T07:48:21.748183
PQC FALCON - Fast Fourier Lattice,pqc_falcon,PQC_FALCON,pqc-falcon-010,ultra,0.94,0.97,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.072155475616455,False,182.71,0.82,0.2,0.0,0.35,2025-12-10T07:48:30.036124
PQC SPHINCS+ - Stateless Hash-Based,pqc_sphincs,PQC_SPHINCS,pqc-sphincs-011,very_high,0.89,0.92,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.09079122543335,False,135.1,0.84,0.2,0.0,0.35,2025-12-10T07:48:38.354033
HYBRID QKD+PQC - Maximum Security,hybrid_qkd_pqc,HYBRID_QKD_PQC,hybrid-qkd-pqc-012,ultra,0.97,0.99,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.073307275772095,True,91.25,1.0,0.2,0.0,0.35,2025-12-10T07:48:46.663261
HYBRID RSA+PQC - Transition Security,hybrid_rsa,HYBRID_RSA_PQC,hybrid-rsa-013,very_high,0.82,0.85,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.096595764160156,False,125.9,0.82,0.2,0.0,0.35,2025-12-10T07:48:54.984006
HYBRID ECC+PQC - Elliptic Curve Hybrid,hybrid_ecc,HYBRID_ECC_PQC,hybrid-ecc-014,high,0.75,0.79,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.098255634307861,False,129.87,0.79,0.2,0.0,0.35,2025-12-10T07:49:03.295199
RSA 4096 - Classical Strong,classical_rsa,RSA_4096,rsa-4096-015,high,0.7,0.74,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.132307291030884,True,31.61,0.61,0.2,0.0,0.35,2025-12-10T07:49:11.672510
ECC 521 - Elliptic Curve,classical_ecc,ECC_521,ecc-521-016,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.073347330093384,True,54.32,0.56,0.2,0.0,0.35,2025-12-10T07:49:19.988762
AES 256 GCM - Symmetric Encryption,classical_aes256,AES_256_GCM,aes-256-017,moderate,0.55,0.6,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.06713080406189,True,12.86,0.31,0.2,0.0,0.73,2025-12-10T07:49:28.267935
AES 192 - Medium Symmetric,classical_aes192,AES_192,aes-192-018,moderate,0.5,0.55,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.057351350784302,False,103.42,0.42,0.2,0.0,0.35,2025-12-10T07:49:36.585370
ChaCha20-Poly1305 - Stream Cipher,classical_chacha,CHACHA20_POLY1305,chacha20-019,moderate,0.52,0.57,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.115747928619385,True,30.88,0.48,0.2,0.0,0.35,2025-12-10T07:49:44.916524
FALLBACK AES - Emergency Mode,fallback,FALLBACK_AES,fallback-aes-020,moderate,0.6,0.65,False,"['AES_192', 'AES_256_GCM']",[],6.066422700881958,True,37.05,0.37,0.1,0.05,0.475,2025-12-10T07:49:53.206005
QKD BB84 - Ultra Security,quantum_bb84,QKD_BB84,qkd-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.055554628372192,True,38.79,0.81,0.2,0.0,0.73,2025-12-10T07:50:01.984756
QKD E91 - Entanglement Based,quantum_e91,QKD_E91,qkd-e91-002,very_high,0.9,0.93,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.103405475616455,False,264.52,1.0,0.2,0.0,0.35,2025-12-10T07:50:10.322583
QKD CV-QKD - Continuous Variable,quantum_cv,QKD_CV-QKD,qkd-cv-003,high,0.85,0.88,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.0547943115234375,False,253.14,1.0,0.2,0.0,0.35,2025-12-10T07:50:18.623301
QKD MDI-QKD - Measurement Device Independent,quantum_mdi,QKD_MDI-QKD,qkd-mdi-004,high,0.83,0.86,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.107201337814331,True,83.74,1.0,0.2,0.0,0.35,2025-12-10T07:50:26.939987
QKD DECOY - Decoy State Protocol,quantum_decoy,QKD_DECOY,qkd-decoy-005,very_high,0.91,0.94,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.088676691055298,True,101.58,1.0,0.2,0.0,0.35,2025-12-10T07:50:35.265922
PQC KYBER - Post-Quantum KEM,pqc_kyber,PQC_KYBER,pqc-kyber-006,ultra,0.93,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.072871685028076,True,26.26,0.6,0.2,0.0,0.73,2025-12-10T07:50:43.562689
PQC DILITHIUM - Digital Signature,pqc_dilithium,PQC_DILITHIUM,pqc-dilithium-007,very_high,0.88,0.91,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.093606233596802,False,190.67,0.84,0.2,0.0,0.35,2025-12-10T07:50:51.879321
